,,,,,,Parameter Method,,,,,,,,,,,,,,,,,,,,,Historical Method,,,Monte Carlo,
,,,,,,Estimated using 2 year rolling windows,,,,5-day,,,Estimated using 5 year rolling windows,,,,5-day,,,Estimated using 10 year rolling windows,,,,5-day,,,5-day,,,5-day,
Date,AAPL,AMZN,Portfolio,Return,,Mu,Sigma,Mubar,Sigmabar,99% VaR,97.5% ES,,Mu,Sigma,Mubar,Sigmabar,99% VaR,97.5% ES,,Mu,Sigma,Mubar,Sigmabar,99% VaR,97.5% ES,,99% VaR,97.5% ES,,99% VaR,97.5% ES
9/15/14,97.330444,323.890015,20845.90414,-0.009922677,,0.493563042,0.390940273,0.354734696,9.685863E-04,1129.28236,1133.322509,,0.384614579,0.355359657,0.002211298,3.820250E-04,1042.270735,1046.107967,,0.361918062,0.354734696,0.0016133,1.910125E-04,1044.430485,1048.262304,,674.7078198,676.5257652,,1319.845612,1302.458204
9/12/14,97.359181,331.190002,21053.78096,0.002159348,,0.498438484,0.390835897,0.3547279,9.723664E-04,1128.113589,1132.153603,,0.393828245,0.355615336,0.002249187,3.837387E-04,1041.399781,1045.239219,,0.362121597,0.3547279,0.001617857,1.918694E-04,1044.373944,1048.205738,,674.7078198,676.5257652,,1302.113417,1307.626543
9/11/14,97.138908,330.519989,21008.36756,0.001293127,,0.480467879,0.390976003,0.354697029,9.401543E-04,1131.693183,1135.732462,,0.389855666,0.355554842,0.00225325,3.847650E-04,1041.924479,1045.763259,,0.361007253,0.354697029,0.001624863,1.923825E-04,1044.479414,1048.310941,,674.7078198,676.5257652,,1270.694378,1297.485166
9/10/14,96.727099,331.329987,20981.21862,0.018910707,,0.483836655,0.391044732,0.354693386,1.033264E-03,1131.304866,1135.344762,,0.382301321,0.355859186,0.00222696,3.997735E-04,1044.179531,1048.019526,,0.360559703,0.354693386,0.00162428,1.998868E-04,1044.548015,1048.379487,,674.7078198,676.5257652,,1292.875132,1300.130746
9/9/14,93.844438,329.75,20588.177,-0.019022926,,0.482708111,0.391025351,0.354683637,1.015664E-03,1131.445794,1135.485501,,0.38359195,0.355900127,0.002238839,3.846760E-04,1044.072929,1047.913263,,0.359714018,0.354683637,0.001631525,1.923380E-04,1044.66906,1048.50041,,674.7078198,676.5257652,,1284.319589,1290.107849
9/8/14,94.198788,342.339996,20983.57324,-0.008721458,,0.463271675,0.391584941,0.354677474,1.000821E-03,1136.529198,1140.570162,,0.378469864,0.35595835,0.00222368,3.777542E-04,1045.157597,1048.997883,,0.358222777,0.354677474,0.001623695,1.888771E-04,1044.915555,1048.746755,,674.7078198,676.5257652,,1295.542477,1299.874608
9/5/14,94.782982,346.380005,21167.38096,0.005235799,,0.456450206,0.391822125,0.354672151,9.852050E-04,1138.433858,1142.475465,,0.391659785,0.356891405,0.002281702,3.819096E-04,1045.611091,1049.457855,,0.358899149,0.354672151,0.001628015,1.909548E-04,1044.779419,1048.610639,,674.7078198,676.5257652,,1305.495744,1312.61509
9/4/14,93.968943,345.950012,21056.84244,0.004740224,,0.457124554,0.391811701,0.354697,9.847594E-04,1138.284305,1142.325914,,0.390704115,0.356915451,0.002281202,3.856717E-04,1045.85296,1049.699792,,0.358071984,0.354697,0.001635726,1.928358E-04,1045.000876,1048.83218,,674.7078198,676.5257652,,1302.013546,1293.140434
9/3/14,94.754252,339,20957.26449,-0.028222014,,0.447126689,0.391560628,0.354641555,9.220246E-04,1139.295774,1143.335321,,0.390592489,0.356909393,0.002293698,3.632732E-04,1045.854633,1049.701421,,0.356396493,0.354641555,0.001646115,1.816366E-04,1045.132379,1048.963228,,674.7078198,676.5257652,,1274.893587,1281.668235
9/2/14,98.929799,342.380005,21557.14582,0.008676202,,0.424161767,0.390466335,0.354398169,9.359821E-04,1140.080599,1144.112801,,0.380621936,0.356437663,0.002257978,3.701591E-04,1046.211989,1050.055252,,0.352586896,0.354398169,0.001643044,1.850796E-04,1045.07973,1048.908852,,674.7078198,676.5257652,,1264.847303,1286.336738
8/29/14,98.16364,339.040009,21370.92069,7.16E-05,,0.418272387,0.390414477,0.354389392,9.478250E-04,1140.961745,1144.993214,,0.37615094,0.356459762,0.002255501,3.702160E-04,1047.072476,1050.915529,,0.351092829,0.354389392,0.001640357,1.851080E-04,1045.318882,1049.147838,,674.7078198,676.5257652,,1292.074263,1295.611133
8/28/14,97.924217,340.019989,21369.38995,-0.003483686,,0.383717634,0.38790973,0.353833736,9.380504E-04,1139.592885,1143.608887,,0.375430863,0.35634367,0.002280496,3.674511E-04,1046.85245,1050.694767,,0.344408213,0.353833736,0.00163212,1.837256E-04,1044.841099,1048.666259,,674.7078198,676.5257652,,1255.241812,1254.522532
8/27/14,97.809291,343.179993,21443.96402,0.008499585,,0.386175015,0.387963517,0.353837206,9.434633E-04,1139.320704,1143.337177,,0.369451618,0.356495216,0.002261976,3.741968E-04,1048.368694,1052.211443,,0.342988468,0.353837206,0.001632955,1.870984E-04,1045.103758,1048.928831,,674.7078198,676.5257652,,1246.656712,1271.61155
8/26/14,96.621752,341.829987,21262.47163,0.00676509,,0.395365042,0.387956663,0.353867959,9.568986E-04,1137.684514,1141.701684,,0.378129686,0.356783216,0.00228636,3.795659E-04,1047.690383,1051.535482,,0.345680633,0.353867959,0.001642246,1.897830E-04,1044.717592,1048.543051,,674.7078198,676.5257652,,1287.089689,1279.923896
8/25/14,97.244255,334.019989,21119.11455,0.004438705,,0.380135057,0.387470435,0.353760507,9.798259E-04,1138.917276,1142.93075,,0.380757209,0.35702471,0.002324916,3.830887E-04,1047.947412,1051.794125,,0.342611935,0.353760507,0.001644741,1.915444E-04,1044.940772,1048.765362,,674.7078198,676.5257652,,1240.724153,1251.967551
8/22/14,97.033561,331.589996,21025.58077,0.002323269,,0.363507061,0.387556239,0.353732612,9.772762E-04,1142.095149,1146.107737,,0.377613174,0.356965365,0.002328346,3.849326E-04,1048.327997,1052.174123,,0.341572883,0.353732612,0.001640259,1.924663E-04,1045.041779,1048.866125,,674.7078198,676.5257652,,1292.814562,1284.641486
8/21/14,96.32487,332.910004,20976.78938,-0.00376853,,0.391536651,0.385126912,0.353201634,9.721999E-04,1129.944195,1133.94653,,0.390464315,0.355912584,0.002385041,3.819417E-04,1042.888999,1046.72993,,0.347367412,0.353201634,0.001649411,1.909708E-04,1042.420374,1046.242009,,674.7078198,676.5257652,,1273.71794,1279.883834
8/20/14,96.315291,335.779999,21055.99018,0.001085088,,0.376780004,0.384835833,0.353142449,9.839412E-04,1131.675323,1135.674981,,0.378377389,0.356193755,0.002348399,3.828029E-04,1045.879658,1049.72132,,0.344190786,0.353142449,0.001636115,1.914014E-04,1042.807508,1046.62855,,674.7078198,676.5257652,,1224.333976,1253.09025
8/19/14,96.276982,335.130005,21033.15496,0.008381685,,0.368191056,0.384473352,0.353148963,1.001813E-03,1132.108696,1136.105796,,0.37377176,0.356021046,0.002371539,3.894550E-04,1046.180216,1050.020512,,0.33909733,0.353148963,0.00162743,1.947275E-04,1043.732209,1047.552904,,674.7078198,676.5257652,,1244.771907,1260.641422
8/18/14,94.964946,334.529999,20857.59844,0.007794345,,0.364207148,0.38451642,0.353150468,1.017435E-03,1132.937693,1136.9347,,0.375982576,0.356053678,0.00236986,3.956410E-04,1045.885254,1049.725911,,0.339431702,0.353150468,0.001626046,1.978205E-04,1043.677299,1047.498029,,674.7078198,676.5257652,,1238.010902,1237.387421
8/15/14,93.834867,333.630005,20695.65905,0.003261248,,0.386097499,0.384667127,3.53E-01,1.031735E-03,1129.533883,1133.533407,,0.391089243,0.356797044,2.40E-03,3.982293E-04,1045.429595,1049.275763,,0.340615736,0.35310601,1.63E-03,1.991146E-04,1043.333617,1047.154172,,674.7078198,676.5257652,,1258.067407,1261.697735
8/14/14,93.37517,333.209991,20628.27532,0.010926553,,0.400520523,0.383588942,3.53E-01,1.050981E-03,1123.786656,1127.781725,,0.398610137,0.356288477,2.41E-03,4.069012E-04,1042.568398,1046.412158,,0.34420182,0.352853851,1.63E-03,2.034506E-04,1041.940319,1045.759647,,674.7078198,676.5257652,,1255.574033,1269.163863
8/13/14,93.126168,326.279999,20404.1063,0.016905801,,0.402535472,0.383506073,0.352836714,1.080681E-03,1123.185139,1127.179937,,0.401693061,0.356202592,0.002431775,4.203185E-04,1041.762914,1045.606405,,0.344587508,0.352836714,0.001629057,2.101592E-04,1041.820388,1045.639643,,674.7078198,676.5257652,,1287.865645,1287.167789
8/12/14,91.909899,319.320007,20062.05798,0.001267038,,0.395894046,0.383094245,3.53E-01,1.079370E-03,1123.12914,1127.121264,,0.398610759,0.356005872,2.42E-03,4.213240E-04,1041.720846,1045.562947,,0.342369876,0.352712623,1.62E-03,2.106620E-04,1041.842505,1045.660853,,674.7078198,676.5257652,,1276.484689,1278.841642
8/11/14,91.92905,318.329987,20036.65469,0.009411538,,0.398388237,0.383150556,3.53E-01,1.103239E-03,1122.857438,1126.850053,,0.399073168,0.356015353,2.44E-03,4.287935E-04,1041.667089,1045.509281,,0.342137185,0.352709165,1.62E-03,2.143968E-04,1041.873497,1045.691807,,674.7078198,676.5257652,,1264.243642,1269.82867
8/8/14,90.731933,316.799988,19848.96356,0.009106184,,0.403802835,0.383002132,3.53E-01,1.115453E-03,1121.461865,1125.454135,,0.400364497,0.355968961,2.42E-03,4.360206E-04,1041.298434,1045.140451,,0.345282967,0.352709597,1.63E-03,2.180103E-04,1041.31564,1045.134191,,674.7078198,676.5257652,,1256.571746,1253.382638
8/7/14,90.482937,311.450012,19669.03571,-0.003526151,,0.400107674,0.382855668,0.352664555,1.101350E-03,1121.676808,1125.66802,,0.391734129,0.356032086,0.002412601,4.332221E-04,1043.02164,1046.86337,,0.344066435,0.352664555,0.001630216,2.166111E-04,1041.39683,1045.21502,,674.7078198,676.5257652,,1256.17401,1260.192165
8/6/14,90.49251,313.890015,19738.51413,0.001293259,,0.403467092,0.382784516,0.352646633,1.084218E-03,1120.873186,1124.864292,,0.39648649,0.356037922,0.002430929,4.342485E-04,1042.194522,1046.036649,,0.345156718,0.352646633,0.001627153,2.171243E-04,1041.149292,1044.967459,,674.7078198,676.5257652,,1246.535963,1268.667906
8/5/14,90.644987,312.320007,19713.00362,-0.004627502,,0.419854115,0.381192676,0.352324997,1.060420E-03,1113.244254,1117.228306,,0.397844491,0.355840566,0.002406345,4.305759E-04,1041.361323,1045.202393,,0.348074402,0.352324997,0.001625063,2.152879E-04,1039.666157,1043.482628,,674.7078198,676.5257652,,1231.386701,1239.454185
8/4/14,91.092869,313.649994,19804.43698,0.006192182,,0.412329171,0.380925798,0.352292351,1.073262E-03,1113.775968,1117.758019,,0.394567574,0.355721662,0.002399785,4.354903E-04,1041.587219,1045.42734,,0.347430643,0.352292351,0.001626055,2.177452E-04,1039.682708,1043.498936,,674.7078198,676.5257652,,1269.953424,1262.990043
8/1/14,91.607465,307.059998,19682.18321,-0.005316901,,0.405943301,0.381202464,0.352476824,1.085381E-03,1115.725886,1119.708889,,0.396532882,0.355695035,0.002470403,4.312706E-04,1041.158033,1044.998146,,0.344719987,0.352476824,0.001637311,2.156353E-04,1040.717764,1044.534887,,674.7078198,676.5257652,,1247.215708,1258.942582
7/31/14,91.1024,312.98999,19787.11012,-0.027937409,,0.394633415,0.382224323,0.352538444,1.002469E-03,1120.761767,1124.749243,,0.407061561,0.355828226,0.002475835,4.090980E-04,1039.685819,1043.527519,,0.343896086,0.352538444,0.001615314,2.045490E-04,1041.048985,1044.866412,,674.7078198,676.5257652,,1279.750159,1277.369302
7/30/14,93.532436,322.51001,20347.70504,0.002152932,,0.375774805,0.383206988,0.352538595,9.974207E-04,1127.007424,1130.998542,,0.406746442,0.355829318,0.002491086,4.108067E-04,1039.745118,1043.586801,,0.343810861,0.352538595,0.001619364,2.054033E-04,1041.064587,1044.882008,,667.5007529,667.9011815,,1236.288978,1252.634383
7/29/14,93.751611,320,20303.94493,-0.004191216,,0.39070838,0.382657889,0.352452006,9.525498E-04,1122.743761,1126.733195,,0.424307782,0.356514725,0.002532982,4.074803E-04,1038.678816,1042.525864,,0.348176911,0.352452006,0.00163202,2.037402E-04,1040.028804,1043.84604,,667.5007529,667.9011815,,1231.295953,1247.158162
7/28/14,94.361501,320.410004,20389.22173,0.002694491,,0.386181122,0.382487775,0.352447109,9.102338E-04,1123.034852,1127.023038,,0.4249914,0.356553316,0.002574544,4.096188E-04,1038.673034,1042.520361,,0.3480829,0.352447109,0.00164299,2.048094E-04,1040.030833,1043.848033,,667.5007529,667.9011815,,1236.543713,1237.734948
7/25/14,93.075015,324.01001,20334.3571,-0.043073192,,0.377659777,0.382499626,0.352438479,8.366252E-04,1124.570856,1128.55843,,0.417363846,0.356801884,0.002534848,3.754337E-04,1040.774686,1044.622889,,0.347057525,0.352438479,0.00164173,1.877169E-04,1040.187241,1044.004312,,667.5007529,667.9011815,,1251.561442,1251.762185
7/24/14,92.465125,358.609985,21229.35971,-0.000249172,,0.383486584,0.382789131,0.352439148,8.547448E-04,1124.40625,1128.395798,,0.417797192,0.356819299,0.002526026,3.752360E-04,1040.749883,1044.598221,,0.347074806,0.352439148,0.001633559,1.876180E-04,1040.186176,1044.003252,,667.5007529,667.9011815,,1267.432243,1272.520902
7/23/14,92.617601,358.140015,21234.65014,0.009901147,,0.370762928,0.383419138,0.352569519,8.792521E-04,1128.520798,1132.512625,,0.418789549,0.356809912,0.002550868,3.830940E-04,1040.545323,1044.393681,,0.344595438,0.352569519,0.001639987,1.915470E-04,1041.017847,1044.835512,,667.5007529,667.9011815,,1236.675865,1241.799091
7/22/14,90.263804,360.839996,21025.44017,0.005732296,,0.389184826,0.383662661,0.352546804,8.966495E-04,1126.002173,1129.996727,,0.425354694,0.356863591,0.002562794,3.876435E-04,1039.539201,1043.388376,,0.346255118,0.352546804,0.001656202,1.938217E-04,1040.654707,1044.472363,,667.5007529,667.9011815,,1217.819054,1224.425205
7/21/14,89.520501,359.76001,20905.2609,-0.001228609,,0.311622801,0.374049855,0.350453637,8.837751E-04,1111.051784,1114.989141,,0.401841998,0.352652037,0.002579778,3.866684E-04,1031.083757,1034.906252,,0.335345213,0.350453637,0.00167038,1.933342E-04,1036.317015,1040.121325,,667.5007529,667.9011815,,1226.812321,1229.168636
7/18/14,89.987446,358.660004,20930.96108,0.015813682,,0.296706718,0.3743443,0.350482711,9.082519E-04,1114.558902,1118.496691,,0.400503322,0.352637124,0.002562867,3.992189E-04,1031.277211,1035.099516,,0.332986868,0.350482711,0.001652362,1.996095E-04,1036.823647,1040.627953,,667.5007529,667.9011815,,1211.255716,1215.183395
7/17/14,88.710484,352.450012,20602.5689,-0.014048091,,0.304662608,0.374387785,0.350507804,8.716242E-04,1113.285683,1117.224329,,0.398452844,0.352704755,0.002546493,3.880697E-04,1031.845085,1035.667637,,0.33505922,0.350507804,0.001652265,1.940348E-04,1036.530356,1040.33497,,667.5007529,667.9011815,,1210.028272,1210.063603
7/16/14,90.320978,355.899994,20894.03817,-0.001023038,,0.30827995,0.374367992,0.350533629,8.795134E-04,1112.588888,1116.52771,,0.404072495,0.352829039,0.002564647,3.872577E-04,1031.218147,1035.041867,,0.337116393,0.350533629,0.001651728,1.936289E-04,1036.241954,1040.046878,,667.5007529,667.9011815,,1227.2262,1229.473585
7/15/14,90.835574,354.440002,20915.42451,-0.007380498,,0.31713339,0.3745581,0.350539097,8.532747E-04,1111.593843,1115.534386,,0.402332511,0.352856014,0.002561005,3.814002E-04,1031.608744,1035.432492,,0.337823672,0.350539097,0.001657191,1.907001E-04,1036.132567,1039.937577,,667.5007529,667.9011815,,1195.271579,1198.312217
7/14/14,91.91241,355.320007,21070.36181,0.019030471,,0.304856696,0.374203493,0.350464069,9.045911E-04,1112.702609,1116.640271,,0.398301544,0.352712279,0.002572499,3.965037E-04,1031.894592,1035.717178,,0.335556068,0.350464069,0.001652942,1.982519E-04,1036.310807,1040.115195,,667.5007529,667.9011815,,1205.801064,1219.954502
7/11/14,90.74028,346.200012,20673.17422,0.026100299,,0.301997936,0.374013858,0.350357431,9.626505E-04,1112.641936,1116.578346,,0.393364146,0.352496038,0.002495427,4.172183E-04,1032.124101,1035.945023,,0.333351589,0.350357431,0.001614738,2.086091E-04,1036.383002,1040.186583,,667.5007529,667.9011815,,1262.908198,1241.195613
7/10/14,90.568748,327.920013,20140.57887,-0.004842,,0.280524166,0.373139928,0.350169373,9.372691E-04,1113.825771,1117.755754,,0.380414029,0.352352298,0.002411262,4.133754E-04,1033.996756,1037.81584,,0.329380723,0.350169373,0.001577927,2.066877E-04,1036.525127,1040.327279,,667.5007529,667.9011815,,1183.676216,1192.983674
7/9/14,90.902281,329.970001,20238.33603,0.008788857,,0.290454268,0.373276656,0.350166191,9.333617E-04,1112.481997,1116.413499,,0.382317654,0.352350334,0.002415152,4.203507E-04,1033.652205,1037.471422,,0.330011404,0.350166191,0.001571225,2.101753E-04,1036.403419,1040.205599,,667.5007529,667.9011815,,1203.278214,1211.850663
7/8/14,90.864162,323.809998,20061.24355,-0.017012455,,0.29229116,0.373260378,0.350163064,8.983724E-04,1112.109596,1116.041153,,0.381715056,0.352362471,0.002392633,4.068487E-04,1033.795829,1037.615072,,0.330797744,0.350163064,0.001564981,2.034244E-04,1036.254188,1040.056408,,667.5007529,667.9011815,,1211.783011,1228.232351
7/7/14,91.454996,333.549988,20405.45418,0.005571686,,0.277447573,0.373224041,0.350133244,8.888601E-04,1114.618642,1118.548843,,0.383796658,0.352480703,0.002399634,4.112707E-04,1033.780303,1037.600409,,0.328664261,0.350133244,0.001548811,2.056354E-04,1036.544179,1040.34606,,667.5007529,667.9011815,,1209.394019,1209.675267
7/3/14,89.606263,337.48999,20292.07754,0.009573441,,0.258293999,0.373102396,0.350132597,9.103524E-04,1117.632665,1121.560711,,0.380452962,0.352361289,0.002395994,4.188687E-04,1034.016808,1037.835949,,0.324431147,0.350132597,0.001529562,2.094343E-04,1037.295053,1041.09661,,667.5007529,667.9011815,,1239.821554,1236.799773
7/2/14,89.082143,332.850006,20098.73947,0.00041147,,0.233517136,0.372519491,0.349976442,8.913285E-04,1120.263963,1124.186903,,0.370835829,0.352116789,0.002375693,4.191952E-04,1034.993939,1038.810892,,0.321131515,0.349976442,0.001532484,2.095976E-04,1037.413488,1041.213856,,667.5007529,667.9011815,,1202.669708,1204.242582
7/1/14,89.120254,332.390015,20090.47115,0.014091088,,0.242397745,0.372474866,0.349969533,9.101760E-04,1118.56639,1122.489777,,0.377163761,0.352195785,0.00239546,4.303786E-04,1034.105318,1037.923222,,0.323111515,0.349969533,0.001533835,2.151893E-04,1037.040657,1040.841133,,667.5007529,667.9011815,,1216.785461,1212.362108
6/30/14,88.558015,324.779999,19809.35979,0.005843652,,0.251414441,0.372722751,0.349973333,9.019709E-04,1117.715142,1121.640583,,0.37581302,0.352205412,0.00237892,4.350165E-04,1034.374489,1038.192348,,0.323531018,0.349973333,0.001538763,2.175082E-04,1036.977451,1040.777982,,667.5007529,667.9011815,,1199.504149,1220.17808
6/27/14,87.652712,324.570007,19693.93835,0.004742244,,0.246379545,0.372644612,0.349958333,8.693671E-04,1118.369881,1122.294504,,0.377413812,0.352269188,0.00235877,4.387801E-04,1034.281089,1038.09945,,0.32224797,0.349958333,0.001534342,2.193901E-04,1037.160635,1040.960979,,667.5007529,667.9011815,,1198.059723,1203.565818
6/26/14,86.62352,325.690002,19600.76598,0.000677046,,0.276313313,0.371389396,0.349671229,8.950944E-04,1109.354833,1113.274919,,0.385901708,0.351663156,0.002398765,4.393175E-04,1030.952113,1034.767495,,0.32569748,0.349671229,0.001550922,2.196587E-04,1035.685985,1039.48486,,667.5007529,667.9011815,,1211.650097,1222.054675
6/25/14,86.108924,327.440002,19587.49986,0.005173018,,0.289590021,0.371664365,0.349667546,9.670123E-04,1107.83177,1111.754398,,0.379530733,0.352072958,0.002378858,4.434231E-04,1033.315648,1037.132998,,0.326016493,0.349667546,0.001558487,2.217115E-04,1035.618197,1039.417074,,667.5007529,667.9011815,,1192.447549,1193.352563
6/24/14,86.032685,324.160004,19486.435,-0.007650825,,0.28486891,0.371635768,0.349661648,9.274608E-04,1108.579489,1112.501592,,0.378316992,0.352060759,0.002371092,4.373510E-04,1033.494975,1037.31216,,0.325554237,0.349661648,0.001559843,2.186755E-04,1035.682724,1039.481531,,667.5007529,667.9011815,,1180.387436,1191.341399
6/23/14,86.556813,327.23999,19636.09409,0.003872543,,0.278951962,0.371175955,0.349488137,9.470917E-04,1108.253495,1112.172615,,0.372503307,0.35172365,0.002372195,4.404244E-04,1033.517669,1037.332399,,0.322521057,0.349488137,0.001547945,2.202122E-04,1035.70174,1039.499272,,667.5007529,667.9011815,,1209.666072,1213.090536
6/20/14,86.633051,324.200012,19560.19951,-0.009562487,,0.280830433,0.371146816,0.349479441,9.188034E-04,1107.835267,1111.754372,,0.379645836,0.351917929,0.002391436,4.328351E-04,1032.829932,1036.646364,,0.32324483,0.349479441,0.001549351,2.164176E-04,1035.546921,1039.344455,,667.5007529,667.9011815,,1202.957676,1210.284178
6/19/14,87.538354,327,19748.14083,-0.012256801,,0.248554151,0.368901306,0.349015074,8.826998E-04,1106.840105,1110.744312,,0.367356551,0.35098174,0.002370005,4.231075E-04,1032.206959,1036.016857,,0.318193394,0.349015074,0.001543272,2.115538E-04,1035.052445,1038.846797,,667.5007529,667.9011815,,1189.929934,1200.173606
6/18/14,87.843299,334.380005,19991.67932,0.012929103,,0.256943625,0.368984373,0.349011824,9.447297E-04,1105.607163,1109.51248,,0.368243043,0.350974262,0.002394277,4.333687E-04,1032.02678,1035.8367,,0.318836363,0.349011824,0.001554459,2.166844E-04,1034.928325,1038.722705,,667.5007529,667.9011815,,1207.994522,1196.404135
6/17/14,87.748006,325.619995,19734.86859,-0.003532476,,0.248518841,0.368831089,0.348982983,9.289524E-04,1106.637139,1110.540953,,0.367667418,0.350952859,0.00241084,4.305652E-04,1032.064969,1035.874717,,0.316907891,0.348982983,0.001559259,2.152826E-04,1035.184837,1038.978898,,667.5007529,667.9011815,,1184.652052,1194.016857
6/16/14,87.862355,327.619995,19804.70482,0.007291602,,0.241087954,0.368847961,0.348980626,9.546438E-04,1107.998522,1111.901854,,0.363139378,0.351021388,0.002406223,4.363521E-04,1033.076275,1036.886092,,0.315797687,0.348980626,0.001561317,2.181761E-04,1035.375242,1039.169205,,667.5007529,667.9011815,,1204.013581,1202.174188
6/13/14,86.985639,326.269989,19660.82201,-0.005396237,,0.259952631,0.368978981,0.348942574,9.359338E-04,1105.06006,1108.965581,,0.365643052,0.350946421,0.002425525,4.320694E-04,1032.40585,1036.215406,,0.317156667,0.348942574,0.001568801,2.160347E-04,1035.019372,1038.813208,,667.5007529,667.9011815,,1201.436077,1201.799168
6/12/14,87.948125,325.910004,19767.20324,-0.022072022,,0.260553039,0.3689702,0.348944202,9.079320E-04,1104.927931,1108.833449,,0.368077174,0.350944118,0.002431147,4.145519E-04,1031.965828,1035.775555,,0.317071844,0.348944202,0.001566024,2.072760E-04,1035.039343,1038.833182,,667.5007529,667.9011815,,1167.903346,1180.974184
6/11/14,89.444262,335.200012,20208.35604,0.001641774,,0.242010921,0.36965815,0.348997147,9.341011E-04,1110.248905,1114.156794,,0.372677739,0.351151764,0.002435927,4.158549E-04,1031.770395,1035.581715,,0.318577626,0.348997147,0.001562452,2.079275E-04,1034.930322,1038.724594,,667.5007529,667.9011815,,1199.817654,1212.951974
6/10/14,89.815914,332.410004,20175.20571,0.010007657,,0.240261837,0.369653128,0.348998254,9.469873E-04,1110.542454,1114.450179,,0.36569368,0.351463916,0.002418085,4.237975E-04,1033.949738,1037.762399,,0.318702761,0.348998254,0.001558919,2.118988E-04,1034.911383,1038.705672,,667.5007529,667.9011815,,1208.51123,1209.547918
6/9/14,89.291786,327.5,19974.30611,0.005492072,,0.258263791,0.367583547,0.348516075,9.535390E-04,1101.199232,1105.096862,,0.373332889,0.350556446,0.002423024,4.281563E-04,1029.866942,1033.674739,,0.323077132,0.348516075,0.00156893,2.140782E-04,1032.686569,1036.47827,,667.5007529,667.9011815,,1215.367191,1212.247087
6/6/14,87.885505,329.670013,19864.90647,0.007147581,,0.252531274,0.367591428,0.348536543,9.699324E-04,1102.234819,1106.132049,,0.374837943,0.350592486,0.00245728,4.338290E-04,1029.70726,1033.515387,,0.321297936,0.348536543,0.001572412,2.169145E-04,1033.064535,1036.856226,,667.5007529,667.9011815,,1194.694303,1192.354999
6/5/14,88.127822,323.570007,19723.42666,0.026291216,,0.253045042,0.367608956,0.348533554,1.014783E-03,1102.196358,1106.093725,,0.366751034,0.350794734,0.002418133,4.546950E-04,1031.753471,1035.562201,,0.321205817,0.348533554,0.001566746,2.273475E-04,1033.071956,1036.863623,,667.5007529,667.9011815,,1202.436424,1203.899843
6/4/14,87.783398,306.779999,19211.63113,0.005660475,,0.233234965,0.367817857,0.348515425,1.029210E-03,1106.315403,1110.212403,,0.3573834,0.351012234,0.002371905,4.591875E-04,1034.072828,1037.882154,,0.318535313,0.348515425,0.001555142,2.295937E-04,1033.492677,1037.284033,,667.5007529,667.9011815,,1177.912859,1189.512623
6/3/14,86.792325,307.190002,19103.19138,0.005261115,,0.22488448,0.367657386,0.348494367,1.029869E-03,1107.31081,1111.206271,,0.35705119,0.350999114,0.002353396,4.633630E-04,1034.09256,1037.901783,,0.317914287,0.348494367,0.001549727,2.316815E-04,1033.539981,1037.331163,,667.5007529,667.9011815,,1187.48018,1201.114689
6/2/14,85.582077,308.839996,19002.95121,-0.009194853,,0.241459618,0.367046579,0.348365357,1.027802E-03,1102.565496,1106.458828,,0.368577468,0.350939058,0.002389503,4.560655E-04,1031.86162,1035.671355,,0.321494943,0.348365357,0.001557409,2.280327E-04,1032.51585,1036.30652,,667.5007529,667.9011815,,1207.389663,1205.924849
5/30/14,86.17427,312.549988,19178.48633,-0.003832596,,0.224066721,0.365609715,0.348082304,1.005555E-03,1101.353685,1105.237622,,0.362852054,0.350407129,0.002372029,4.530237E-04,1031.283983,1035.09009,,0.314879365,0.348082304,0.00153036,2.265119E-04,1032.843631,1036.632089,,667.5007529,667.9011815,,1158.168987,1167.745075
5/29/14,86.498271,313.779999,19252.13076,0.015106772,,0.231623982,0.365739546,0.348123369,1.040609E-03,1100.406288,1104.291537,,0.360848503,0.350446184,0.002363701,4.650132E-04,1031.757718,1035.563909,,0.313351189,0.348123369,0.001526281,2.325066E-04,1033.238725,1037.027316,,667.5007529,667.9011815,,1171.197004,1171.092302
5/28/14,84.950404,310.160004,18963.479,-0.002378893,,0.227570785,0.365718357,0.348122311,1.018582E-03,1101.058813,1104.94363,,0.362742751,0.350500243,0.002333617,4.631252E-04,1031.58289,1035.389549,,0.312299718,0.348122311,0.001503301,2.315626E-04,1033.422618,1037.211125,,667.5007529,667.9011815,,1184.301258,1189.821888
5/27/14,85.170947,310.820007,19008.64478,0.00790519,,0.231624989,0.365663097,0.348160752,1.014040E-03,1100.178223,1104.063042,,0.357618376,0.350839389,0.002307694,4.693992E-04,1033.512397,1037.320705,,0.311365512,0.348160752,0.001492226,2.346996E-04,1033.704148,1037.492817,,667.5007529,667.9011815,,1174.125922,1173.969894
5/23/14,83.605376,312.23999,18858.97022,0.017018797,,0.235551629,0.365580811,0.34814103,1.023385E-03,1099.239505,1103.124164,,0.357997413,0.350827245,0.002295598,4.829062E-04,1033.408522,1037.216785,,0.312753274,0.34814103,0.001491073,2.414531E-04,1033.398089,1037.186742,,667.5007529,667.9011815,,1162.922444,1178.507659
