,,,,,,Parameter Method,,,,,,,,,,,,,,,,,,,,,Historical Method,,,Monte Carlo,
,,,,,,Estimated using 2 year rolling windows,,,,5-day,,,Estimated using 5 year rolling windows,,,,5-day,,,Estimated using 10 year rolling windows,,,,5-day,,,5-day,,,5-day,
Date,AAPL,AMZN,Portfolio,Return,,Mu,Sigma,Mubar,Sigmabar,99% VaR,97.5% ES,,Mu,Sigma,Mubar,Sigmabar,99% VaR,97.5% ES,,Mu,Sigma,Mubar,Sigmabar,99% VaR,97.5% ES,,99% VaR,97.5% ES,,99% VaR,97.5% ES
10/6/09,24.724341,90.910004,5537.125373,0.022933628,,0.360674272,0.464470268,0.000935188,0.001549244,1368.656309,1372.992605,,0.333028362,0.356556676,0.001079023,0.001049999,1055.019592,1058.859925,,0.344706476,,,0.000730115,,,,1620.041399,1565.738949,,1480.302701,1494.557546
10/5/09,24.205158,88.669998,5411.584062,-0.002842801,,0.350527564,0.464397662,0.000933937,0.001546708,1370.182736,1374.517917,,0.332237255,0.356531651,0.00109536,0.001057332,1055.085061,1058.925187,,0.344393737,,,0.000728987,,,,1620.041399,1565.738949,,1469.789272,1482.68285
10/2/09,24.059422,89.849998,5426.990006,0.005596701,,0.33789119,0.463815877,0.00088678,0.001595152,1370.654954,1374.987102,,0.324375302,0.356211653,0.001076307,0.001062357,1055.522182,1059.359835,,0.332253638,,,0.000731208,,,,1620.041399,1565.738949,,1512.756204,1516.661338
10/1/09,23.533732,91.040001,5396.7016,-0.024825654,,0.321508858,0.463474433,0.000814127,0.001597786,1372.467085,1376.79668,,0.316914003,0.356059301,0.001031438,0.001039223,1056.390125,1060.226316,,0.313725566,,,0.000721356,,,,1620.041399,1565.738949,,1480.10272,1486.024732
9/30/09,24.117976,93.360001,5532.355124,0.008248805,,0.343115433,0.463383726,0.000921532,0.001662444,1368.5039,1372.835047,,0.325297471,0.355995433,0.001058579,0.001041496,1054.711086,1058.54754,,0.340523502,,,0.00072463,,,,1620.041399,1565.738949,,1452.210505,1471.243358
9/29/09,24.12188,91.720001,5486.907508,-0.004698958,,0.324123238,0.462578929,0.000867673,0.001634483,1369.416327,1373.743131,,0.317068283,0.3555797,0.00102952,0.001050183,1054.926777,1058.760163,,0.326662688,,,0.000722765,,,,1620.041399,1565.738949,,1464.509956,1479.440476
9/28/09,24.222074,92.209999,5512.750926,0.019569885,,0.333221749,0.462341004,0.000927325,0.001707674,1367.166261,1371.493042,,0.318161265,0.355521749,0.001030495,0.001062198,1054.559261,1058.39239,,0.341680457,,,0.000730531,,,,1620.041399,1565.738949,,1460.304132,1467.675173
9/25/09,23.730214,90.519997,5405.91581,-0.012381609,,0.344572195,0.461843544,0.000963566,0.0016586,1363.774797,1368.100867,,0.325891523,0.355258078,0.001048022,0.001056714,1052.397435,1056.2296,,0.350682949,,,0.000725618,,,,1620.041399,1565.738949,,1458.747921,1464.680799
9/24/09,23.918891,92.110001,5473.265839,-0.006194791,,0.356760077,0.461720696,0.001006678,0.001638485,1361.328634,1365.655332,,0.32540497,0.355283451,0.001044322,0.001037517,1052.559806,1056.392084,,0.361438677,,,0.000723159,,,,1620.041399,1565.738949,,1489.688769,1497.094701
9/23/09,24.137495,92.379997,5507.276811,-0.004041099,,0.345224388,0.461595644,0.000967865,0.001693262,1362.941836,1367.267119,,0.321094079,0.355214321,0.001028791,0.001058329,1053.118048,1056.94959,,0.351632616,,,0.000721556,,,,1620.041399,1565.738949,,1507.453434,1505.919133
9/22/09,24.004771,93.75,5529.577291,0.017617185,,0.362269792,0.460868945,0.000992404,0.001737254,1357.905113,1362.229381,,0.328936855,0.354837277,0.001051948,0.001071361,1050.596291,1054.426208,,0.35773384,,,0.000728547,,,,1620.041399,1565.738949,,1475.223375,1493.459935
9/21/09,23.944916,90.559998,5433.01478,-0.001453875,,0.352861485,0.460933516,0.000993108,0.001765717,1359.70613,1364.029812,,0.323608207,0.354945872,0.00105142,0.001064173,1051.867705,1055.697858,,0.357908128,,,0.00072797,,,,1620.041399,1565.738949,,1474.054276,1469.305206
9/18/09,24.075037,90.279999,5440.919449,0.000536802,,0.357893704,0.46108004,0.001024383,0.001730179,1359.269859,1363.594472,,0.322848578,0.354931606,0.001060544,0.001071414,1051.959841,1055.789852,,0.36586199,,,0.000728183,,,,1620.041399,1565.738949,,1483.404412,1488.556829
9/17/09,24.01388,90.440002,5437.999536,0.006441443,,0.363038758,0.46097295,0.00104739,0.001670047,1358.076009,1362.400698,,0.326099599,0.354871239,0.001056648,0.001073464,1051.201811,1055.031713,,0.371658627,,,0.000730739,,,,1620.041399,1565.738949,,1480.360611,1473.494752
9/16/09,23.665154,90.699997,5403.08355,0.058271181,,0.361881954,0.460954702,0.001010507,0.001757692,1358.221244,1362.545771,,0.323889725,0.354852975,0.001025988,0.001117721,1051.539471,1055.369098,,0.362167549,,,0.000753862,,,,1620.041399,1565.738949,,1477.94277,1475.383304
9/15/09,22.792041,83.550003,5097.237045,0.002748876,,0.377103879,0.461608061,0.000943342,0.001737491,1357.513061,1361.841122,,0.320777344,0.354875019,0.000962451,0.001120734,1052.158078,1055.987598,,0.344614457,,,0.000754953,,,,1620.041399,1565.738949,,1467.203165,1496.859105
9/14/09,22.604666,83.860001,5083.244614,0.001086839,,0.400703879,0.460484301,0.00101814,0.00171398,1350.191716,1354.517965,,0.330022405,0.354291494,0.000973454,0.001120869,1048.768418,1052.595195,,0.363077039,,,0.000755384,,,,1620.041399,1565.738949,,1490.667943,1495.494179
9/11/09,22.401677,84.540001,5077.722945,0.002567884,,0.416410947,0.459980371,0.001075608,0.001688618,1346.026857,1350.352723,,0.33921954,0.354102973,0.001015301,0.001130782,1046.56987,1050.39623,,0.37736738,,,0.000756403,,,,1620.041399,1565.738949,,1512.295446,1500.972844
9/10/09,22.453725,83.849998,5064.700669,0.0134046,,0.406112477,0.459481396,0.001042091,0.001759742,1346.340778,1350.664041,,0.330411038,0.353827186,0.000986527,0.001139707,1047.308169,1051.132228,,0.368803106,,,0.000761723,,,,1620.041399,1565.738949,,1509.632785,1512.684964
9/9/09,22.268954,82.239998,4997.263378,0.001870156,,0.417807958,0.459664974,0.001120274,0.001774968,1344.867602,1349.192501,,0.332155606,0.353828,0.000996476,0.001140165,1047.000711,1050.824907,,0.38885154,,,0.000762465,,,,1620.041399,1565.738949,,1448.471302,1457.609325
9/8/09,22.501871,80.900002,4987.926447,0.01986164,,0.436055729,0.459069954,0.001179018,0.001786517,1339.998043,1344.322452,,0.33881628,0.353518635,0.001021601,0.001140919,1044.890221,1048.713089,,0.403427687,,,0.000770346,,,,1620.041399,1565.738949,,1501.044004,1498.066742
9/4/09,22.160953,78.870003,4889.835397,0.014560001,,0.429889396,0.458957235,0.001192844,0.001771618,1340.728785,1345.052274,,0.335833906,0.35345679,0.001024211,0.001167572,1045.234757,1049.057032,,0.40695769,,,0.000776124,,,,1620.041399,1565.738949,,1490.401951,1483.265517
9/3/09,21.671696,78.459999,4819.155188,0.006355301,,0.44296055,0.458848048,0.00125096,0.001814512,1338.164207,1342.488439,,0.337974134,0.353387557,0.00102371,0.001179538,1044.646975,1048.469001,,0.421489589,,,0.000778646,,,,1620.041399,1565.738949,,1484.681814,1487.294553
9/2/09,21.493431,78.139999,4788.625123,-0.006338595,,0.419165325,0.457091009,0.001133692,0.001824249,1337.128214,1341.444279,,0.326134457,0.352427414,0.000974328,0.001170352,1043.872882,1047.688302,,0.391013438,,,0.000776131,,,,1620.041399,1565.738949,,1463.605985,1467.395666
9/1/09,21.509046,79.160004,4819.074678,-0.021078493,,0.421950556,0.457039036,0.001164021,0.001775941,1336.49784,1340.813961,,0.325435831,0.352453171,0.00099025,0.001149861,1044.07423,1047.889751,,0.398626168,,,0.000767766,,,,1620.041399,1565.738949,,1449.519957,1474.516974
8/31/09,21.887699,81.190002,4921.731635,-0.01470923,,0.40714871,0.456883839,0.001109861,0.001726353,1338.589167,1342.903476,,0.322196073,0.352346565,0.000998531,0.001160585,1044.330387,1048.145027,,0.384974518,,,0.000761929,,,,1620.041399,1565.738949,,1468.911986,1481.9772
8/28/09,22.12712,82.760002,4994.661576,-0.006774916,,0.412116498,0.456858822,0.001135995,0.001661684,1337.662418,1341.977065,,0.324548896,0.352338469,0.001028111,0.001148323,1043.888031,1047.702802,,0.391527378,,,0.000759241,,,,1620.041399,1565.738949,,1478.535775,1484.977332
8/27/09,22.049049,84.309998,5028.614873,0.00814649,,0.416698059,0.45677471,0.001131196,0.001615758,1336.629557,1340.9443,,0.32603237,0.352300193,0.001025214,0.001154731,1043.509679,1047.324334,,0.390319709,,,0.000762474,,,,1620.041399,1565.738949,,1470.522744,1487.68937
8/26/09,21.783601,84,4987.815721,-0.007321447,,0.38889996,0.454861206,0.001042756,0.001616384,1335.825672,1340.131277,,0.313381961,0.351295614,0.000983743,0.001151685,1042.74656,1046.554259,,0.367507605,,,0.000759568,,,,1620.041399,1565.738949,,1461.978083,1466.694698
8/25/09,22.042543,84.190002,5024.467759,-0.000661873,,0.392915011,0.454682366,0.001069068,0.001607071,1334.613632,1338.918944,,0.316522734,0.351151717,0.001003933,0.001144414,1041.756971,1045.564046,,0.374016045,,,0.000759306,,,,1620.041399,1565.738949,,1488.516401,1487.607157
8/24/09,21.998301,84.5,5027.794421,-0.003280194,,0.378295441,0.454076806,0.001036928,0.001470241,1335.360361,1339.662266,,0.313227664,0.350917326,0.000998131,0.001136442,1041.639967,1045.445389,,0.365769087,,,0.000758004,,,,1620.041399,1565.738949,,1478.936273,1483.593427
8/21/09,22.019121,85,5044.313641,0.014171688,,0.358719888,0.453176792,0.000977468,0.001504437,1336.100117,1340.39713,,0.304461234,0.350450414,0.000964565,0.001144167,1041.798413,1045.600373,,0.350336987,,,0.000763628,,,,1620.041399,1565.738949,,1442.591704,1455.351222
8/20/09,21.64307,84.089996,4973.331358,0.011681523,,0.357341521,0.453183393,0.000965711,0.001575311,1336.356314,1340.653234,,0.30552776,0.350456256,0.000952172,0.001151594,1041.626359,1045.428435,,0.347355404,,,0.000768263,,,,1620.041399,1565.738949,,1437.111774,1449.750332
8/19/09,21.417961,83,4915.573281,0.006958595,,0.364380894,0.453366007,0.000885436,0.001696038,1335.678898,1339.977073,,0.304263465,0.350449612,0.000913781,0.001160107,1041.83116,1045.6331,,0.326976769,,,0.000771025,,,,1620.041399,1565.738949,,1459.987129,1457.551613
8/18/09,21.339888,82.120003,4881.486532,0.020513084,,0.387896168,0.452595288,0.000989203,0.001745301,1329.385845,1333.683254,,0.309999834,0.350052125,0.000923832,0.001175526,1039.619738,1043.419723,,0.352903567,,,0.000779165,,,,1620.041399,1565.738949,,1446.241442,1456.422472
8/17/09,20.766052,81.059998,4782.372236,-0.037705479,,0.38788047,0.45259521,0.000963298,0.001703555,1329.388316,1333.685724,,0.304418406,0.350240496,0.000883321,0.001138949,1041.176722,1044.977418,,0.346297478,,,0.000764202,,,,1620.041399,1565.738949,,1458.208512,1463.322223
8/14/09,21.701624,83.580002,4966.13656,-0.010890876,,0.388241773,0.452604083,0.000985835,0.001661648,1329.352062,1333.649532,,0.302875821,0.350208895,0.000882233,0.00112412,1041.356183,1045.156573,,0.352022867,,,0.00075988,,,,1620.041399,1565.738949,,1474.715461,1458.824508
8/13/09,21.915023,84.599998,5020.517727,0.00217061,,0.356978923,0.450939885,0.000897001,0.001638029,1329.872639,1334.161419,,0.290132638,0.34934853,0.000853617,0.001123254,1041.042083,1044.836334,,0.329237429,,,0.000760742,,,,1620.041399,1565.738949,,1456.301625,1451.526562
8/12/09,21.510347,85.959999,5009.631959,0.021436646,,0.352095198,0.451037158,0.000932429,0.00163209,1330.996605,1335.285323,,0.289782275,0.349353328,0.000856636,0.001131596,1041.118742,1044.912996,,0.338114217,,,0.000769248,,,,1620.041399,1565.738949,,1446.462738,1433.732271
8/11/09,21.187646,83.559998,4903.38511,-0.011032785,,0.354519903,0.451041014,0.000898841,0.001691927,1330.590788,1334.879726,,0.287469549,0.349402914,0.000826338,0.001109422,1041.678476,1045.472854,,0.329496232,,,0.00076487,,,,1620.041399,1565.738949,,1473.749915,1462.654364
8/10/09,21.433575,84.440002,4957.782631,-0.007450947,,0.354689199,0.451047006,0.000888412,0.001563692,1330.579156,1334.86813,,0.286116958,0.349353883,0.000824305,0.001102503,1041.771915,1045.565897,,0.326852041,,,0.000761914,,,,1620.041399,1565.738949,,1482.297373,1472.225036
8/7/09,21.53637,85.32,4994.86077,0.009856765,,0.349580027,0.451004701,0.000861082,0.001684198,1331.334497,1335.622883,,0.285188863,0.349336369,0.000811301,0.001102856,1041.884377,1045.678183,,0.31989294,,,0.000765825,,,,1620.041399,1565.738949,,1446.767297,1460.063302
8/6/09,21.328177,84.470001,4945.869445,-0.002797118,,0.36415481,0.451180148,0.000894919,0.001682915,1329.339435,1333.629699,,0.290189896,0.349386803,0.000843009,0.001093409,1041.146638,1044.941125,,0.328316565,,,0.000764715,,,,1620.041399,1565.738949,,1469.60639,1471.75217
8/5/09,21.484322,84.290001,4959.72299,-0.009872561,,0.37570968,0.450861764,0.000928333,0.001743358,1326.421761,1330.71185,,0.29639017,0.349240016,0.000847831,0.001088372,1039.604339,1043.398407,,0.336722859,,,0.000760797,,,,1620.041399,1565.738949,,1472.799017,1482.773921
8/4/09,21.541575,85.800003,5008.930659,-0.011863127,,0.37142942,0.450783597,0.000892099,0.001718354,1326.930124,1331.219564,,0.293816975,0.349193857,0.000823377,0.001077931,1039.923414,1043.717009,,0.327497761,,,0.00075609,,,,1620.041399,1565.738949,,1447.612936,1451.397826
8/3/09,21.656083,87.440002,5068.706099,0.01890099,,0.391328312,0.449650725,0.000990731,0.001819497,1320.195763,1324.482753,,0.298294968,0.348747201,0.000843782,0.001096604,1037.787924,1041.57916,,0.351726318,,,0.00076359,,,,1620.041399,1565.738949,,1448.538599,1457.025342
7/31/09,21.260514,85.760002,4973.80225,4.16E-05,,0.398918206,0.449861395,0.001008623,0.001809169,1319.504134,1323.792542,,0.300285344,0.348805335,0.000852326,0.001091723,1037.608327,1041.400063,,0.356270394,,,0.000763607,,,,1620.041399,1565.738949,,1460.535688,1448.844519
7/30/09,21.182441,86.089996,4973.595249,0.018764162,,0.404123431,0.449924047,0.001026498,0.001855952,1318.790665,1323.079746,,0.292896902,0.349199779,0.000804219,0.001110835,1040.104737,1043.8983,,0.360808923,,,0.000771053,,,,1620.041399,1565.738949,,1428.255037,1444.627641
7/29/09,20.823307,84.339996,4881.140035,-0.003568163,,0.379979495,0.449554294,0.000944452,0.001844638,1321.868336,1326.154007,,0.280715356,0.349173989,0.000754793,0.001130176,1042.192754,1045.985244,,0.339852837,,,0.000769637,,,,1620.041399,1565.738949,,1422.86165,1433.505538
7/28/09,20.819403,84.980003,4898.587847,0.003916067,,0.380439756,0.449552957,0.000931632,0.001842285,1321.785181,1326.070885,,0.280860139,0.349173505,0.000747641,0.001131575,1042.165569,1045.958067,,0.336619037,,,0.000771191,,,,1620.041399,1565.738949,,1422.18503,1432.250911
7/27/09,20.832415,84.239998,4879.442159,-0.012478202,,0.350879543,0.447695429,0.000829227,0.00180194,1321.449237,1325.725573,,0.272023903,0.348278348,0.000731058,0.001124998,1041.052912,1044.839336,,0.310430246,,,0.000766239,,,,1620.041399,1565.738949,,1404.486528,1416.865316
7/24/09,20.818102,86.489998,4940.710286,-0.03431325,,0.357462933,0.44811019,0.000858653,0.001734339,1321.527125,1325.805557,,0.271151808,0.348227624,0.000711436,0.001095627,1041.05588,1044.841932,,0.318215121,,,0.000752623,,,,1620.041399,1565.738949,,1427.084022,1445.264006
7/23/09,20.535737,93.870003,5113.184261,0.031639118,,0.385136003,0.447943651,0.0010096,0.001766555,1316.274002,1320.554166,,0.276732443,0.347966458,0.000748612,0.001154922,1039.280835,1043.065724,,0.355820633,,,0.000765178,,,,1620.041399,1565.738949,,1454.293418,1471.66145
7/22/09,20.395207,88.790001,4953.940075,0.015498086,,0.369888671,0.447920431,0.001008762,0.001807044,1318.832817,1323.1116,,0.276333434,0.347949311,0.000741092,0.00116742,1039.300367,1043.085122,,0.355606124,,,0.000771328,,,,1620.041399,1565.738949,,1478.12965,1477.833594
7/21/09,19.714672,89.010002,4877.755368,-4.16E-05,,0.374233821,0.447956991,0.000926636,0.001792519,1318.191184,1322.470472,,0.270380359,0.348217294,0.000729107,0.001159529,1041.162043,1044.947974,,0.334604044,,,0.000771311,,,,1620.041399,1565.738949,,1438.735172,1429.291354
7/20/09,19.896843,88.230003,4877.958087,0.017558903,,0.348254997,0.448334476,0.000861683,0.001788941,1323.76751,1328.04599,,0.267131666,0.348107918,0.000749609,0.001168915,1041.411646,1045.196671,,0.318441941,,,0.000778279,,,,1620.041399,1565.738949,,1443.074338,1447.175304
7/17/09,19.745902,85.849998,4793.054086,0.012453443,,0.336075146,0.448305313,0.000829222,0.001796387,1325.778842,1330.056181,,0.268831288,0.348192132,0.000760981,0.001179774,1041.36197,1045.147633,,0.310215479,,,0.000783221,,,,1620.041399,1565.738949,,1439.53289,1460.458214
7/16/09,19.195489,86.110001,4733.734197,0.011421035,,0.346150023,0.448549032,0.000849803,0.001787906,1324.756385,1329.035479,,0.265452729,0.348264195,0.000741858,0.001176288,1042.178486,1045.964331,,0.315508343,,,0.000787753,,,,1620.041399,1565.738949,,1404.067714,1417.802103
7/15/09,19.112211,84.550003,4679.977615,0.031557661,,0.338617133,0.448962215,0.000805749,0.001866178,1327.259141,1331.53912,,0.271650035,0.348252315,0.000758037,0.001212483,1041.041329,1044.827568,,0.304609132,,,0.000800276,,,,1620.041399,1565.738949,,1444.074626,1444.005522
7/14/09,18.512352,81.949997,4534.594508,0.002724502,,0.332810029,0.448752175,0.000777489,0.001849115,1327.645265,1331.923976,,0.270142927,0.34817322,0.000738809,0.001215457,1041.072132,1044.857779,,0.297300551,,,0.000801357,,,,1620.041399,1565.738949,,1428.804814,1430.750906
7/13/09,18.521461,81.470001,4522.256809,0.037780226,,0.31620441,0.449754621,0.000709179,0.001931129,1333.426935,1337.707921,,0.273298734,0.348160528,0.000753377,0.001251299,1040.473101,1044.258908,,0.280305942,,,0.000816349,,,,1620.041399,1565.738949,,1450.468356,1446.064207
7/10/09,18.024398,77.629997,4354.592074,0.004799224,,0.313387741,0.449751694,0.000647308,0.001983288,1333.902728,1338.183463,,0.27279536,0.348157596,0.000733386,0.001240004,1040.553796,1044.339547,,0.264644815,,,0.000818254,,,,1620.041399,1565.738949,,1444.754312,1446.693319
7/9/09,17.743335,78.099998,4333.743479,0.001658004,,0.296968394,0.450216629,0.000549719,0.001972604,1338.081247,1342.362288,,0.273325097,0.348165664,0.00073405,0.001220605,1040.483811,1044.269651,,0.240416411,,,0.000818912,,,,1620.041399,1565.738949,,1415.51193,1437.900531
7/8/09,17.85524,77.360001,4326.564068,0.017979766,,0.292395858,0.450557948,0.000507927,0.001981448,1339.862136,1344.144033,,0.278337391,0.347943937,0.000744592,0.001238718,1038.92796,1042.712833,,0.230233444,,,0.000826047,,,,1620.041399,1565.738949,,1453.718834,1450.195492
7/7/09,17.618419,75.629997,4249.468615,-0.02777889,,0.321547117,0.452624292,0.000628204,0.001915174,1340.877314,1345.169174,,0.277694614,0.347938046,0.000727298,0.001209696,1039.02458,1042.809369,,0.261851973,,,0.000815023,,,,1620.041399,1565.738949,,1483.28605,1475.86104
7/6/09,18.036108,78.099998,4369.169012,-0.012817026,,0.32625786,0.4525883,0.000665207,0.001854713,1339.962998,1344.255129,,0.279870454,0.347921077,0.000737328,0.001213026,1038.586834,1042.371684,,0.271176225,,,0.000809937,,,,1620.041399,1565.738949,,1456.662345,1447.701411
7/2/09,18.21958,79.32,4425.52918,-0.024129017,,0.324587027,0.452500774,0.00065753,0.001760619,1339.994905,1344.286579,,0.273520159,0.347736284,0.000697989,0.001189454,1039.161855,1042.945107,,0.269197677,,,0.000800362,,,,1620.041399,1565.738949,,1441.015195,1441.552229
7/1/09,18.58522,81.599998,4533.611564,-0.011269904,,0.313711773,0.452646772,0.000610199,0.001732059,1342.288907,1346.580181,,0.268397225,0.347854821,0.00066313,0.001172911,1040.427991,1044.211578,,0.257306519,,,0.00079589,,,,1620.041399,1565.738949,,1409.854674,1408.727195
6/30/09,18.533172,83.660004,4584.993924,0.005441743,,0.31051878,0.452773343,0.000614051,0.001737058,1343.20628,1347.497737,,0.271417693,0.347795583,0.000689275,0.001176904,1039.713435,1043.496889,,0.258258394,,,0.000798049,,,,1620.041399,1565.738949,,1474.80517,1484.600025
6/29/09,18.473317,83.029999,4560.111329,-0.006818599,,0.300825052,0.452540143,0.000580552,0.001708699,1344.19158,1348.481373,,0.269048007,0.347696642,0.000672211,0.001160309,1039.838099,1043.620775,,0.249737005,,,0.000795344,,,,1620.041399,1565.738949,,1464.571252,1473.624006
6/26/09,18.534473,83.879997,4591.311149,0.019277485,,0.296383351,0.452638332,0.000588171,0.001685137,1345.240479,1349.530247,,0.271238492,0.34769666,0.000698605,0.00117097,1039.448717,1043.231558,,0.251638131,,,0.000802993,,,,1620.041399,1565.738949,,1435.745701,1439.115108
6/25/09,18.19876,82.199997,4503.649876,0.031430526,,0.279223088,0.452579358,0.000599284,0.00177034,1348.014983,1352.303079,,0.267070405,0.347598392,0.000709914,0.001192152,1039.895131,1043.677062,,0.254384268,,,0.000815466,,,,1620.041399,1565.738949,,1425.496063,1444.648128
6/24/09,17.725118,79.269997,4364.299194,0.018340912,,0.259496389,0.45357386,0.0004882,0.001767876,1354.296019,1358.586001,,0.265479201,0.347627471,0.000703078,0.001206171,1040.265186,1044.047174,,0.226841378,,,0.000822744,,,,1620.041399,1565.738949,,1468.28684,1455.647493
6/23/09,17.43755,77.68,4284.98355,-0.021714155,,0.288702617,0.453029744,0.000609938,0.001746547,1347.699578,1351.990099,,0.272491244,0.347213769,0.000738116,0.001184832,1037.778114,1041.558116,,0.257144131,,,0.000814127,,,,1620.041399,1565.738949,,1466.269371,1462.319388
6/22/09,17.874759,79.150002,4379.045895,-0.031448126,,0.29146888,0.453052842,0.000658698,0.001619331,1347.291962,1351.582801,,0.272780784,0.347215155,0.000748594,0.001165945,1037.730785,1041.510816,,0.269496117,,,0.000801648,,,,1620.041399,1565.738949,,1441.465315,1441.001749
6/19/09,18.149314,82.959999,4518.946966,0.021192674,,0.291127596,0.453047792,0.000600635,0.001669126,1347.335844,1351.626635,,0.272529202,0.34721057,0.000723695,0.001179691,1037.761773,1041.541758,,0.254750817,,,0.000810058,,,,1620.041399,1565.738949,,1437.1153,1444.219493
6/18/09,17.680877,81.599998,4424.186061,-0.005562223,,0.272311708,0.452667407,0.000534847,0.001658281,1349.457787,1353.745611,,0.266831581,0.346988536,0.000707266,0.001182866,1038.109153,1041.887361,,0.237982154,,,0.00080785,,,,1620.041399,1565.738949,,1385.263243,1409.62256
6/17/09,17.641842,82.650002,4448.862938,0.000421942,,0.289546182,0.453234005,0.0006024,0.001676497,1348.14977,1352.441095,,0.269020913,0.347010393,0.00071654,0.001192928,1037.785385,1041.56389,,0.255338513,,,0.000808018,,,,1620.041399,1565.738949,,1443.507614,1439.995391
6/16/09,17.742034,82.150002,4446.98617,-0.00554933,,0.290686101,0.45323622,0.000633253,0.001703647,1347.960537,1352.251966,,0.269420264,0.347011145,0.000714641,0.001178263,1037.716629,1041.495168,,0.263155717,,,0.000805816,,,,1620.041399,1565.738949,,1455.391531,1460.984933
6/15/09,17.708203,83.18,4471.732563,-0.008695895,,0.284141602,0.453153259,0.000641757,0.001649443,1348.842309,1353.132884,,0.266138415,0.346973253,0.000707677,0.001174165,1038.186584,1041.964646,,0.265325427,,,0.000802365,,,,1620.041399,1565.738949,,1454.566565,1459.131864
6/12/09,17.822709,84.080002,4510.787845,-0.020190173,,0.300735332,0.453167019,0.000693404,0.001608559,1346.033618,1350.325655,,0.268447369,0.346902991,0.000716411,0.001152354,1037.565328,1041.343136,,0.278317111,,,0.000794353,,,,1620.041399,1565.738949,,1457.120371,1467.58919
6/11/09,18.210471,85.690002,4602.787047,-0.006480087,,0.305775484,0.453182167,0.000694953,0.001629185,1345.21229,1349.504811,,0.268661221,0.346901034,0.000712077,0.001151494,1037.521432,1041.299244,,0.278705866,,,0.000791782,,,,1620.041399,1565.738949,,1416.747889,1434.057925
6/10/09,18.249508,86.589996,4632.710356,-0.011292062,,0.284202508,0.45394146,0.000642141,0.001600395,1351.127365,1355.420763,,0.266056471,0.346903811,0.000700901,0.001160049,1037.992939,1041.770573,,0.265596073,,,0.000787301,,,,1620.041399,1565.738949,,1467.832457,1465.506931
6/9/09,18.570906,87.080002,4685.319682,0.000505654,,0.262972949,0.453621675,0.000557925,0.001598154,1353.838817,1358.129266,,0.264466221,0.346796583,0.000688976,0.001159148,1037.954203,1041.731065,,0.244356522,,,0.000787501,,,,1620.041399,1565.738949,,1495.561023,1496.149705
6/8/09,18.717943,86.360001,4682.951131,-0.009882906,,0.270954562,0.453180603,0.000585254,0.001586555,1351.185188,1355.474739,,0.271703397,0.34649068,0.000699753,0.001143361,1035.749812,1039.525353,,0.251147672,,,0.000783579,,,,1620.041399,1565.738949,,1457.387348,1441.529911
6/5/09,18.824643,87.559998,4729.461747,0.015289794,,0.271872378,0.45314212,0.00057941,0.001646588,1350.915628,1355.205119,,0.272811636,0.346435575,0.000714836,0.001151137,1035.387426,1039.162713,,0.249710319,,,0.000789647,,,,1620.041399,1565.738949,,1443.413081,1438.068002
6/4/09,18.703631,85.519997,4657.699267,0.008505408,,0.283572679,0.453751009,0.000594622,0.001698655,1350.68084,1354.973506,,0.267746858,0.346436442,0.000687544,0.001152215,1036.29085,1040.065763,,0.253640361,,,0.000793022,,,,1620.041399,1565.738949,,1490.666576,1461.339199
6/3/09,18.340592,85.68,4618.251632,0.009570297,,0.300149995,0.453313213,0.000670549,0.001709544,1346.560061,1350.852572,,0.27565265,0.346234652,0.00071536,0.001138944,1034.279423,1038.053697,,0.272623412,,,0.00079682,,,,1620.041399,1565.738949,,1433.023689,1440.982567
6/2/09,18.150615,84.93,4574.264415,0.012062182,,0.317473845,0.452780034,0.000761196,0.001761978,1342.031085,1346.323158,,0.279681503,0.34598406,0.000738379,0.001144025,1032.810947,1036.583992,,0.294997626,,,0.000801606,,,,1620.041399,1565.738949,,1437.913265,1438.073431
6/1/09,18.132398,83.050003,4519.420242,0.044664539,,0.321553338,0.452935484,0.000813185,0.00180755,1341.783407,1346.076386,,0.278771575,0.345954694,0.000746057,0.001175298,1032.884746,1036.657543,,0.308192787,,,0.00081933,,,,1620.041399,1565.738949,,1448.359081,1459.154908
5/29/09,17.671769,77.989998,4322.003993,0.004910482,,0.315139437,0.452642765,0.000819324,0.001814784,1342.03198,1346.323361,,0.274403954,0.345748021,0.000725315,0.001186492,1033.041818,1036.813025,,0.309780447,,,0.000821279,,,,1620.041399,1565.738949,,1431.463438,1449.647576
5/28/09,17.575478,77.650002,4300.832894,0.01103628,,0.307380929,0.452430337,0.000802488,0.00182766,1342.745552,1347.035507,,0.26689785,0.345716317,0.000688692,0.001198293,1034.282081,1038.052533,,0.305450646,,,0.000825658,,,,1620.041399,1565.738949,,1453.586634,1457.150334
5/27/09,17.312634,77.099998,4253.628658,-8.92E-05,,0.314775397,0.452364049,0.000848007,0.001819298,1341.282072,1345.572418,,0.265845226,0.345759936,0.00068886,0.001186233,1034.60016,1038.3708,,0.316872707,,,0.000825623,,,,1620.041399,1565.738949,,1485.350003,1492.641262
5/26/09,17.017259,78.389999,4254.008311,0.049974164,,0.296959703,0.452470188,0.000795847,0.001940222,1344.651556,1348.940768,,0.261846917,0.345699771,0.000672986,0.001227783,1035.130926,1038.900899,,0.303754929,,,0.000845454,,,,1620.041399,1565.738949,,1454.373574,1442.417339
