Date,ES,VaR
2014-04-14,1295.98975769,1291.74139996
2014-04-11,1295.50595902,1291.25435894
2014-04-10,1309.68176139,1305.42100186
2014-04-09,1309.77003708,1305.50710688
2014-04-08,1307.56012785,1303.29664413
2014-04-07,1309.352823,1305.0904551
2014-04-04,1309.05171492,1304.78700688
2014-04-03,1313.99996291,1309.7359776
2014-04-02,1316.42496277,1312.16368071
2014-04-01,1322.35031547,1318.08917651
2014-03-31,1322.10850887,1317.8512145
2014-03-28,1317.93690496,1313.67904475
2014-03-27,1319.01250626,1314.75450971
2014-03-26,1322.47031572,1318.21350298
2014-03-25,1318.17528751,1313.92070061
2014-03-24,1311.98260862,1307.72841581
2014-03-21,1307.36086678,1303.1084478
2014-03-20,1307.99297343,1303.74372202
2014-03-19,1308.10167699,1303.8525526
2014-03-18,1308.30574563,1304.05884075
2014-03-17,1307.79898469,1303.55145745
2014-03-14,1302.29838442,1298.052224
2014-03-13,1302.93497085,1298.68993438
2014-03-12,1305.80419755,1301.56006273
2014-03-11,1303.39219239,1299.14697528
2014-03-10,1298.72021692,1294.47438852
2014-03-07,1296.71897985,1292.47279451
2014-03-06,1297.91588679,1293.66934842
2014-03-05,1301.78197476,1297.53347102
2014-03-04,1302.65430756,1298.40719962
2014-03-03,1300.58271016,1296.33522954
2014-02-28,1299.84748186,1295.60008376
2014-02-27,1299.98144531,1295.73409681
2014-02-26,1300.21384211,1295.9671741
2014-02-25,1300.8671252,1296.62167235
2014-02-24,1295.79804527,1291.55135691
2014-02-21,1296.51028779,1292.26416005
2014-02-20,1291.7728879,1287.52885199
2014-02-19,1289.65839363,1285.41562321
2014-02-18,1291.8850549,1287.64299202
2014-02-14,1303.22290591,1298.97612602
2014-02-13,1333.08290189,1328.8162332
2014-02-12,1330.21905893,1325.95034637
2014-02-11,1328.35785191,1324.08896493
2014-02-10,1329.67014076,1325.40630967
2014-02-07,1324.86327261,1320.59956433
2014-02-06,1325.44855358,1321.18537876
2014-02-05,1323.55155081,1319.2874183
2014-02-04,1323.90773683,1319.64371902
2014-02-03,1322.84679263,1318.58333837
2014-01-31,1319.26096886,1314.99259663
2014-01-30,1317.13959954,1312.87189225
2014-01-29,1316.40398259,1312.13568126
2014-01-28,1317.61884451,1313.35402733
2014-01-27,1322.88583548,1318.6201321
2014-01-24,1319.05979634,1314.79444562
2014-01-23,1319.98012929,1315.71450435
2014-01-22,1323.71741144,1319.45834124
2014-01-21,1324.80913994,1320.55082409
2014-01-17,1324.37811794,1320.11953002
2014-01-16,1322.41716203,1318.15758696
2014-01-15,1287.36112451,1283.17601189
2014-01-14,1287.43226568,1283.24720833
2014-01-13,1283.73569369,1279.54999724
2014-01-10,1282.62883622,1278.44134812
2014-01-09,1293.05363705,1288.87764735
2014-01-08,1292.30755417,1288.13085216
2014-01-07,1291.4651063,1287.28824575
2014-01-06,1290.61419568,1286.43717745
2014-01-03,1290.31169727,1286.14800252
2014-01-02,1286.96829244,1282.80490979
2013-12-31,1286.48529352,1282.3218647
2013-12-30,1286.70631106,1282.54422766
2013-12-27,1286.441644,1282.28153526
2013-12-26,1280.68845666,1276.52954749
2013-12-24,1281.75294037,1277.59578652
2013-12-23,1280.81590356,1276.65874221
2013-12-20,1274.85874961,1270.69691803
2013-12-19,1271.44313199,1267.27629318
2013-12-18,1274.85421289,1270.68904426
2013-12-17,1275.09292808,1270.92865953
2013-12-16,1275.2179723,1271.05392782
2013-12-13,1274.66159879,1270.49495043
2013-12-12,1272.82230497,1268.66624763
2013-12-11,1272.46144005,1268.30546529
2013-12-10,1275.94529629,1271.78856883
2013-12-09,1274.3409837,1270.18390642
2013-12-06,1278.41881176,1274.25949873
2013-12-05,1279.10663154,1274.94836898
2013-12-04,1279.10663154,1274.94836898
2013-12-03,1277.06019518,1272.89624645
2013-12-02,1275.91864003,1271.75524917
2013-11-29,1274.14569077,1269.98090983
2013-11-27,1276.42362946,1272.25866879
2013-11-26,1281.00579355,1276.8402865
2013-11-25,1281.66032025,1277.49473774
2013-11-22,1282.51181665,1278.340678
2013-11-21,1282.51181665,1278.340678
2013-11-20,1283.55825454,1279.3868288
2013-11-19,1272.4636141,1268.29927291
2013-11-18,1259.86820263,1255.70896583
2013-11-15,1262.85653506,1258.70358324
2013-11-14,1263.34380499,1259.19072005
2013-11-13,1263.74910579,1259.59738266
2013-11-12,1262.65717817,1258.50548765
2013-11-11,1281.55597039,1277.39047674
2013-11-08,1297.62958067,1293.44947083
2013-11-07,1291.41761242,1287.23803032
2013-11-06,1292.81236514,1288.63441417
2013-11-05,1289.55718425,1285.38010026
2013-11-04,1290.88078323,1286.71064878
2013-11-01,1292.54874877,1288.38080894
2013-10-31,1289.1735863,1285.00533578
2013-10-30,1291.05628563,1286.89452332
2013-10-29,1289.46132324,1285.29972481
2013-10-28,1289.97032824,1285.8102444
2013-10-25,1289.82125395,1285.67047546
2013-10-24,1289.73846906,1285.60278346
2013-10-23,1289.88587531,1285.73068324
2013-10-22,1289.91023431,1285.7550905
2013-10-21,1300.88466894,1296.72512462
2013-10-18,1290.9351899,1286.773787
2013-10-17,1282.6984285,1278.53814478
2013-10-16,1287.6904257,1283.5289339
2013-10-15,1287.95176797,1283.79070761
2013-10-14,1284.63208914,1280.47034934
2013-10-11,1281.69585752,1277.53560936
2013-10-10,1293.37483648,1289.20705836
2013-10-09,1307.72585364,1303.55170352
2013-10-08,1295.51779655,1291.37727215
2013-10-07,1294.87577061,1290.7381812
2013-10-04,1289.21342497,1285.07544806
2013-10-03,1300.52245555,1296.37639511
2013-10-02,1300.72930886,1296.58399389
2013-10-01,1308.95443047,1304.80468287
2013-09-30,1315.8266192,1311.67114711
2013-09-27,1315.97960075,1311.82454091
2013-09-26,1314.16349881,1310.00532199
2013-09-25,1314.02256797,1309.86200386
2013-09-24,1314.02256797,1309.86200386
2013-09-23,1307.35391701,1303.21644728
2013-09-20,1312.72194609,1308.58093639
2013-09-19,1315.00440025,1310.86460951
2013-09-18,1315.91927899,1311.78005264
2013-09-17,1315.71281484,1311.57241606
2013-09-16,1316.59291245,1312.45269945
2013-09-13,1318.91528275,1314.7752101
2013-09-12,1317.05399415,1312.91268732
2013-09-11,1319.61675518,1315.4758232
2013-09-10,1317.44309355,1313.29288079
2013-09-09,1317.46126519,1313.31202723
2013-09-06,1316.86770357,1312.71792464
2013-09-05,1314.94929543,1310.79950986
2013-09-04,1314.3299256,1310.18028836
2013-09-03,1319.25931317,1315.10976461
2013-08-30,1322.8433991,1318.69260011
2013-08-29,1321.76814144,1317.61753198
2013-08-28,1324.87129154,1320.72054529
2013-08-27,1328.82307818,1324.67510238
2013-08-26,1328.97363939,1324.82814756
2013-08-23,1327.94633516,1323.80122453
2013-08-22,1330.32580812,1326.18186627
2013-08-21,1329.17282898,1325.02824747
2013-08-20,1329.61543465,1325.47100924
2013-08-19,1330.86335794,1326.72141957
2013-08-16,1329.67926074,1325.53726499
2013-08-15,1327.22530063,1323.08381136
2013-08-14,1325.91923337,1321.77688927
2013-08-13,1324.95993695,1320.81681136
2013-08-12,1323.48223574,1319.33964444
2013-08-09,1324.24682052,1320.10400472
2013-08-08,1324.98334536,1320.84087637
2013-08-07,1322.76470557,1318.62143912
2013-08-06,1322.77486271,1318.63158737
2013-08-05,1324.14704628,1320.00518181
2013-08-02,1323.03954002,1318.88723998
2013-08-01,1329.0179091,1324.8626976
2013-07-31,1329.16843321,1325.01425254
2013-07-30,1328.35732734,1324.19803216
2013-07-29,1331.21947411,1327.06054516
2013-07-26,1333.22502811,1329.06610845
2013-07-25,1334.93628429,1330.77723331
2013-07-24,1334.5382956,1330.37872761
2013-07-23,1336.02552395,1331.85299052
2013-07-22,1328.6657302,1324.49629236
2013-07-19,1328.87284702,1324.7034102
2013-07-18,1329.08423009,1324.91479366
2013-07-17,1322.24287142,1318.07504875
2013-07-16,1319.36180155,1315.19389577
2013-07-15,1319.86759418,1315.69946973
2013-07-12,1318.86007305,1314.6923891
2013-07-11,1318.32945287,1314.16844687
2013-07-10,1318.45657171,1314.29566775
2013-07-09,1320.77013361,1316.61529828
2013-07-08,1323.76764597,1319.61316606
2013-07-05,1318.16663737,1314.01067475
2013-07-03,1317.81664335,1313.66064937
2013-07-02,1318.79409415,1314.64220473
2013-07-01,1317.39536842,1313.2440021
2013-06-28,1311.9476137,1307.81939334
2013-06-27,1314.93781277,1310.80885287
2013-06-26,1312.58323149,1308.45398327
2013-06-25,1310.35288744,1306.2091173
2013-06-24,1309.33104587,1305.17930314
2013-06-21,1306.66079105,1302.50967303
2013-06-20,1307.42610783,1303.274672
2013-06-19,1307.52304906,1303.36606989
2013-06-18,1306.27822184,1302.12141817
2013-06-17,1304.93871782,1300.78046482
2013-06-14,1304.67433972,1300.51749543
2013-06-13,1305.32589542,1301.17698402
2013-06-12,1304.04056792,1299.89242164
2013-06-11,1301.15825147,1297.00939521
2013-06-10,1305.74772478,1301.59840211
2013-06-07,1312.78919564,1308.63886862
2013-06-06,1309.19916444,1305.04885942
2013-06-05,1306.56991988,1302.41783942
2013-06-04,1305.21483359,1301.06323216
2013-06-03,1310.98670752,1306.83051101
2013-05-31,1305.53484119,1301.37721859
2013-05-30,1305.08276499,1300.92324566
2013-05-29,1313.71056911,1309.54584944
2013-05-28,1316.91576131,1312.75094958
2013-05-24,1307.27185006,1303.10622661
2013-05-23,1313.42932611,1309.26614027
2013-05-22,1310.84604527,1306.6826594
2013-05-21,1312.9224807,1308.76092037
2013-05-20,1313.60072709,1309.4394301
2013-05-17,1313.97744778,1309.81846467
2013-05-16,1303.77599738,1299.62061525
2013-05-15,1307.92459791,1303.76863476
2013-05-14,1310.41818692,1306.26469716
2013-05-13,1309.40024418,1305.24749203
2013-05-10,1309.11689399,1304.96341141
2013-05-09,1303.9806621,1299.83020458
2013-05-08,1305.52279279,1301.37422128
2013-05-07,1308.49986181,1304.35389164
2013-05-06,1325.61246636,1321.45699985
2013-05-03,1328.10404078,1323.94714224
2013-05-02,1328.13352825,1323.9727477
2013-05-01,1323.34270974,1319.18113662
2013-04-30,1323.32971636,1319.16903527
2013-04-29,1324.7022654,1320.54111901
2013-04-26,1343.34480804,1339.17416925
2013-04-25,1343.50973894,1339.33933411
2013-04-24,1345.55769992,1341.38716212
2013-04-23,1346.23899813,1342.07682338
2013-04-22,1347.99403163,1343.8390541
2013-04-19,1350.52236022,1346.36556743
2013-04-18,1348.45587077,1344.29816126
2013-04-17,1356.98633841,1352.82517209
2013-04-16,1356.03791871,1351.87710739
2013-04-15,1350.26183992,1346.10294744
2013-04-12,1405.42009271,1401.15960574
2013-04-11,1398.18347578,1393.94895888
2013-04-10,1402.19749604,1397.96484322
2013-04-09,1400.44636037,1396.21258931
2013-04-08,1398.56710264,1394.3319235
2013-04-05,1399.03680125,1394.80361345
2013-04-04,1398.34850297,1394.11759492
2013-04-03,1396.70499119,1392.47306289
2013-04-02,1399.57288837,1395.33955416
2013-04-01,1399.45355736,1395.218568
2013-03-28,1404.51132419,1400.27560066
2013-03-27,1403.54811849,1399.31096269
2013-03-26,1408.20486595,1403.9684062
2013-03-25,1406.80801322,1402.56919209
2013-03-22,1407.08569851,1402.84488418
2013-03-21,1407.33430346,1403.09349713
2013-03-20,1407.54192797,1403.29601117
2013-03-19,1408.0252121,1403.77947452
2013-03-18,1410.87741103,1406.63187637
2013-03-15,1410.66756128,1406.42170592
2013-03-14,1412.20489566,1407.95879269
2013-03-13,1411.99085834,1407.74442553
2013-03-12,1411.67619934,1407.4227397
2013-03-11,1412.43620719,1408.18311848
2013-03-08,1414.62133615,1410.36815668
2013-03-07,1414.30812804,1410.05452451
2013-03-06,1414.22913657,1409.97455624
2013-03-05,1412.48840801,1408.23288503
2013-03-04,1412.49891205,1408.24253425
2013-03-01,1412.29934475,1408.0428658
2013-02-28,1409.41383886,1405.15831063
2013-02-27,1411.13727841,1406.88270859
2013-02-26,1412.0022331,1407.74813773
2013-02-25,1412.9178125,1408.66492199
2013-02-22,1421.71922919,1417.46310548
2013-02-21,1420.28683097,1416.03013934
2013-02-20,1427.01221232,1422.7536501
2013-02-19,1429.85590518,1425.59744887
2013-02-15,1429.60702617,1425.34861718
2013-02-14,1435.66012768,1431.40315841
2013-02-13,1435.28446331,1431.02499851
2013-02-12,1433.37523416,1429.10509255
2013-02-11,1428.96313217,1424.69043344
2013-02-08,1426.59133154,1422.31650731
2013-02-07,1426.38445968,1422.10959338
2013-02-06,1429.04110294,1424.766409
2013-02-05,1431.61776112,1427.34313705
2013-02-04,1431.04790633,1426.77289273
2013-02-01,1431.55561374,1427.28079396
2013-01-31,1432.0795131,1427.80513079
2013-01-30,1431.00147886,1426.72693998
2013-01-29,1429.68728635,1425.41271967
2013-01-28,1438.64789055,1434.34984803
2013-01-25,1433.92393688,1429.65465363
2013-01-24,1436.37381136,1432.10303278
2013-01-23,1436.39710045,1432.12645794
2013-01-22,1435.85993115,1431.59527894
2013-01-18,1436.46460866,1432.20124033
2013-01-17,1436.7346076,1432.48166447
2013-01-16,1433.69500792,1429.43477144
2013-01-15,1433.49414371,1429.23377491
2013-01-14,1428.12135365,1423.85663574
2013-01-11,1429.04606999,1424.78572766
2013-01-10,1428.02957721,1423.7675829
2013-01-09,1426.38648812,1422.1220691
2013-01-08,1426.7438488,1422.48374002
2013-01-07,1430.84609433,1426.58485605
2013-01-04,1435.24451412,1430.98348878
2013-01-03,1436.55740151,1432.29764796
2013-01-02,1435.39906542,1431.13903534
2012-12-31,1434.84922066,1430.58920021
2012-12-28,1435.92469213,1431.66703898
2012-12-27,1444.29462465,1440.03402918
2012-12-26,1440.01254274,1435.75357978
2012-12-24,1439.84630087,1435.58718429
2012-12-21,1436.43126499,1432.16446369
2012-12-20,1436.67660927,1432.41011089
2012-12-19,1437.06309669,1432.7947837
2012-12-18,1435.49925498,1431.23068229
2012-12-17,1433.92166277,1429.65177423
2012-12-14,1432.65004974,1428.37893748
2012-12-13,1434.61683946,1430.3495752
2012-12-12,1435.02814874,1430.76073304
2012-12-11,1433.20404884,1428.93550667
2012-12-10,1430.27930848,1426.01061751
2012-12-07,1433.48345179,1429.21487096
2012-12-06,1426.96074151,1422.69468675
2012-12-05,1424.33382813,1420.06735917
2012-12-04,1422.56373522,1418.29673314
2012-12-03,1425.95155982,1421.68681631
2012-11-30,1424.99882057,1420.73101799
2012-11-29,1426.71932672,1422.45256373
2012-11-28,1427.39546365,1423.12844283
2012-11-27,1423.0260497,1418.75867187
2012-11-26,1425.3570472,1421.0905804
2012-11-23,1425.50351784,1421.23333626
2012-11-21,1426.17803511,1421.90850287
2012-11-20,1423.55196012,1419.28269822
2012-11-19,1421.17593517,1416.90657056
2012-11-16,1421.49610447,1417.22714554
2012-11-15,1422.44459287,1418.17621272
2012-11-14,1424.44526017,1420.1768689
2012-11-13,1427.61537052,1423.35210728
2012-11-12,1425.82176039,1421.55854991
2012-11-09,1429.35217656,1425.08898217
2012-11-08,1433.02883368,1428.77242565
2012-11-07,1431.81146657,1427.55501781
2012-11-06,1430.44748387,1426.18816652
2012-11-05,1436.36832978,1432.10827576
2012-11-02,1436.96338902,1432.69541294
2012-11-01,1438.47677979,1434.20945248
2012-10-31,1438.96244989,1434.69531604
2012-10-26,1440.0906014,1435.82427843
2012-10-25,1438.40166629,1434.13475775
2012-10-24,1447.45085423,1443.1793799
2012-10-23,1454.4417436,1450.17146313
2012-10-22,1452.72664396,1448.45572328
2012-10-19,1448.87423265,1444.61432834
2012-10-18,1520.15917259,1515.84049681
2012-10-17,1522.11306865,1517.80307995
2012-10-16,1520.21649987,1515.91697047
2012-10-15,1516.07442502,1511.77449644
2012-10-12,1513.96620064,1509.6632937
2012-10-11,1513.81200792,1509.50906592
2012-10-10,1515.89031773,1511.58848122
2012-10-09,1521.3598739,1517.05865673
2012-10-08,1525.32168425,1521.02079387
2012-10-05,1511.59018113,1507.29474481
2012-10-04,1510.08338588,1505.78689797
2012-10-03,1507.62662617,1503.32833511
2012-10-02,1506.34900906,1502.05052823
2012-10-01,1501.13614416,1496.8380016
2012-09-28,1504.21547789,1499.91818035
2012-09-27,1506.16521906,1501.86863408
2012-09-26,1506.59949918,1502.30328134
2012-09-25,1506.05088348,1501.75443002
2012-09-24,1506.44550432,1502.15267867
2012-09-21,1503.84039003,1499.54778948
2012-09-20,1505.87521621,1501.58291951
2012-09-19,1516.24350088,1511.94860177
2012-09-18,1517.88364257,1513.59301994
2012-09-17,1518.5452733,1514.25146229
2012-09-14,1519.88505955,1515.59174959
2012-09-13,1521.23170264,1516.93888994
2012-09-12,1518.95788441,1514.66451641
2012-09-11,1517.86905927,1513.57516682
2012-09-10,1517.67124593,1513.37633634
2012-09-07,1515.32049161,1511.02443649
2012-09-06,1515.66622381,1511.35223095
2012-09-05,1516.67989438,1512.36606947
2012-09-04,1519.87790814,1515.56334646
2012-08-31,1521.20457514,1516.88955781
2012-08-30,1518.24947082,1513.93302512
2012-08-29,1518.42930082,1514.11500263
2012-08-28,1518.34558397,1514.03108865
2012-08-27,1519.00478597,1514.69055684
2012-08-24,1525.98138568,1521.66641028
2012-08-23,1525.46358463,1521.14853305
2012-08-22,1519.52231319,1515.20570641
2012-08-21,1519.4969467,1515.18067432
2012-08-20,1522.33185872,1518.0161229
2012-08-17,1522.45503203,1518.13932841
2012-08-16,1517.29767379,1512.98183802
2012-08-15,1501.2786264,1496.97111638
2012-08-14,1501.97744876,1497.67020614
2012-08-13,1501.94583962,1497.63855746
2012-08-10,1500.92500106,1496.61680964
2012-08-09,1501.51361164,1497.20576724
2012-08-08,1504.15135634,1499.84650468
2012-08-07,1505.2080972,1500.90989487
2012-08-06,1503.66104005,1499.35178066
2012-08-03,1509.52726413,1505.21877032
2012-08-02,1508.6858257,1504.3772529
2012-08-01,1493.26194675,1488.96004272
2012-07-31,1492.39218188,1488.089176
2012-07-30,1501.55962063,1497.23555681
2012-07-27,1503.50097088,1499.17704535
2012-07-26,1509.943143,1505.61876668
2012-07-25,1501.85845175,1497.53280299
2012-07-24,1502.42959723,1498.10033164
2012-07-23,1501.34047261,1497.01735186
2012-07-20,1500.54409295,1496.22009493
2012-07-19,1502.37075071,1498.04691038
2012-07-18,1504.053668,1499.73298402
2012-07-17,1505.70294518,1501.38578259
2012-07-16,1507.95468544,1503.63696105
2012-07-13,1507.10723755,1502.78720935
2012-07-12,1506.23965198,1501.9197338
2012-07-11,1501.95688466,1497.63664831
2012-07-10,1501.92098966,1497.60223072
2012-07-09,1507.13242292,1502.81778027
2012-07-06,1509.1325294,1504.81803597
2012-07-05,1503.87969503,1499.56285688
2012-07-03,1506.9346114,1502.6189671
2012-07-02,1507.39815767,1503.08254824
2012-06-29,1510.39417367,1506.07946849
2012-06-28,1509.90097463,1505.5858461
2012-06-27,1509.3600045,1505.04454751
2012-06-26,1514.82254063,1510.50641396
2012-06-25,1515.46048672,1511.14498598
2012-06-22,1516.09293309,1511.7780513
2012-06-21,1516.88164667,1512.57148305
2012-06-20,1518.50190855,1514.19345515
2012-06-19,1521.34342697,1517.03549006
2012-06-18,1519.29034011,1514.97916301
2012-06-15,1518.26040104,1513.95839646
2012-06-14,1517.21173467,1512.90693592
2012-06-13,1517.4253857,1513.12073971
2012-06-12,1517.34167216,1513.0369288
2012-06-11,1515.65106283,1511.34577186
2012-06-08,1517.65186445,1513.34625227
2012-06-07,1520.13473992,1515.83269236
2012-06-06,1518.80519769,1514.50185892
2012-06-05,1520.46132938,1516.15796544
2012-06-04,1521.72347078,1517.4203406
2012-06-01,1519.58202617,1515.27744183
2012-05-31,1516.89006725,1512.58326096
2012-05-30,1517.36823259,1513.06145562
2012-05-29,1520.70733695,1516.40191799
2012-05-25,1520.58739977,1516.28191215
2012-05-24,1520.64353059,1516.33983418
2012-05-23,1522.84263799,1518.5400787
2012-05-22,1520.98751768,1516.68480381
2012-05-21,1520.34275666,1516.03965441
2012-05-18,1520.84354568,1516.54115494
2012-05-17,1522.37193535,1518.07095953
2012-05-16,1524.59741072,1520.29652559
2012-05-15,1523.54004649,1519.23864912
2012-05-14,1525.10049948,1520.79946591
2012-05-11,1527.08768396,1522.78735127
2012-05-10,1529.92626624,1525.62703335
2012-05-09,1528.73337973,1524.43720192
2012-05-08,1532.31470389,1528.02363822
2012-05-07,1533.00623658,1528.71531792
2012-05-04,1533.46453999,1529.17369562
2012-05-03,1533.37513626,1529.08428544
2012-05-02,1528.82425908,1524.53403484
2012-05-01,1530.37739227,1526.08784563
2012-04-30,1534.68507423,1530.39651781
2012-04-27,1532.90205518,1528.61313269
2012-04-26,1537.23957144,1532.95136716
2012-04-25,1551.14264948,1546.84811289
2012-04-24,1552.65469582,1548.36122462
2012-04-23,1553.1815235,1548.88573051
2012-04-20,1552.60635442,1548.30996638
2012-04-19,1549.14990217,1544.85371999
2012-04-18,1549.31562045,1545.01951197
2012-04-17,1554.09962125,1549.80439689
2012-04-16,1571.48461044,1567.15560953
2012-04-13,1570.80103854,1566.46972296
2012-04-12,1567.97292343,1563.63963422
2012-04-11,1558.08525413,1553.75094046
2012-04-10,1559.80176981,1555.46191716
2012-04-09,1547.2849504,1542.94980561
2012-04-05,1560.9837352,1556.64829055
2012-04-04,1560.47243402,1556.13536157
2012-04-03,1562.84246396,1558.50534102
2012-04-02,1565.94709348,1561.61333941
2012-03-30,1561.5234266,1557.18702598
2012-03-29,1559.78045836,1555.44294074
2012-03-28,1555.21309289,1550.8754191
2012-03-27,1555.96591701,1551.62333637
2012-03-26,1556.29543528,1551.95339771
2012-03-23,1559.33644386,1554.9773407
2012-03-22,1556.07947444,1551.71742144
2012-03-21,1553.87385409,1549.51141721
2012-03-20,1642.8115572,1638.34190507
2012-03-19,1647.4467837,1642.96252824
2012-03-16,1663.97582317,1659.48980531
2012-03-15,1681.19592764,1676.70817767
2012-03-14,1705.03766832,1700.54711773
2012-03-13,1706.22865878,1701.73227153
2012-03-12,1709.45005328,1704.95453936
2012-03-09,1709.14295235,1704.64713559
2012-03-08,1706.50828658,1702.01096546
2012-03-07,1706.11031463,1701.61141637
2012-03-06,1706.55340437,1702.0550741
2012-03-05,1709.80181397,1705.3044892
2012-03-02,1709.00255891,1704.50510708
2012-03-01,1706.50421203,1702.00673528
2012-02-29,1711.14898503,1706.65241302
2012-02-28,1710.49314003,1705.99569206
2012-02-27,1713.31269469,1708.81566832
2012-02-24,1714.25824745,1709.76159573
2012-02-23,1713.82910473,1709.33130551
2012-02-22,1713.8395027,1709.34171214
2012-02-21,1714.99396834,1710.49757924
2012-02-17,1716.33708806,1711.84121444
2012-02-16,1718.99377716,1714.4982515
2012-02-15,1714.62584915,1710.12873161
2012-02-14,1712.50345076,1708.00178244
2012-02-13,1706.56134522,1702.06000801
2012-02-10,1684.55789051,1680.06052503
2012-02-09,1688.62018405,1684.12491865
2012-02-08,1687.64938093,1683.15296552
2012-02-07,1687.86001008,1683.36368547
2012-02-06,1687.37334292,1682.87613966
2012-02-03,1689.21728853,1684.72073457
2012-02-02,1688.78249363,1684.28368159
2012-02-01,1695.10141969,1690.60299289
2012-01-31,1692.59127032,1688.09254495
2012-01-30,1695.56684014,1691.07177153
2012-01-27,1693.67822093,1689.18220009
2012-01-26,1693.08144684,1688.58349282
2012-01-25,1694.81358659,1690.31621094
2012-01-24,1691.34154867,1686.84373933
2012-01-23,1690.54192574,1686.04316642
2012-01-20,1687.51904487,1683.01917352
2012-01-19,1685.53448126,1681.03425726
2012-01-18,1685.72877999,1681.22863886
2012-01-17,1687.54050188,1683.04114153
2012-01-13,1687.58597979,1683.08667708
2012-01-12,1687.50165435,1683.00027063
2012-01-11,1687.76471042,1683.2634948
2012-01-10,1688.63154136,1684.13109521
2012-01-09,1688.77510343,1684.27197065
2012-01-06,1697.47883197,1692.97343011
2012-01-05,1708.84583938,1704.34107364
2012-01-04,1721.45195512,1716.9469867
2012-01-03,1720.36169858,1715.85555491
2011-12-30,1722.33757547,1717.83178359
2011-12-29,1728.58105528,1724.07623079
2011-12-28,1739.54939294,1735.04462966
2011-12-27,1739.69306904,1735.18849407
2011-12-23,1742.28815481,1737.77807566
2011-12-22,1747.11005973,1742.60132511
2011-12-21,1755.8719224,1751.36391901
2011-12-20,1754.32036875,1749.81016855
2011-12-19,1754.36522058,1749.85697014
2011-12-16,1754.32128666,1749.81362153
2011-12-15,1751.20317257,1746.69337519
2011-12-14,1750.73129846,1746.21999498
2011-12-13,1750.12751118,1745.61405322
2011-12-12,1759.37053314,1754.85966145
2011-12-09,1761.93298474,1757.42357262
2011-12-08,1766.1301946,1761.62128118
2011-12-07,1762.15413481,1757.6431555
2011-12-06,1761.30824677,1756.79606553
2011-12-05,1756.34474367,1751.83142811
2011-12-02,1759.13342211,1754.6210513
2011-12-01,1758.45347813,1753.9405694
2011-11-30,1758.83087029,1754.31993777
2011-11-29,1758.41449316,1753.90347378
2011-11-28,1762.97485487,1758.46561854
2011-11-25,1762.42933548,1757.91996853
2011-11-23,1758.6535243,1754.14291296
2011-11-22,1756.54587554,1752.03397732
2011-11-21,1757.51153971,1753.00323059
2011-11-18,1781.0219782,1776.51212304
2011-11-17,1779.79042051,1775.2801979
2011-11-16,1780.07868676,1775.56858873
2011-11-15,1780.42174105,1775.91221002
2011-11-14,1780.02998331,1775.52035875
2011-11-11,1780.50906938,1775.99955466
2011-11-10,1785.03904642,1780.53102116
2011-11-09,1785.95367937,1781.44602037
2011-11-08,1775.1979473,1770.6909143
2011-11-07,1760.10550497,1755.59922336
2011-11-04,1759.79814701,1755.29107921
2011-11-03,1762.3918839,1757.88548453
2011-11-02,1762.87285049,1758.36665461
2011-11-01,1763.00668679,1758.50054175
2011-10-31,1765.59223118,1761.08669484
2011-10-28,1769.41862679,1764.91447301
2011-10-27,1767.48909462,1762.98368527
2011-10-26,1766.3086836,1761.80232628
2011-10-25,1768.18066879,1763.67525971
2011-10-24,1767.83964125,1763.33399781
2011-10-21,1766.4932997,1761.98721503
2011-10-20,1801.98334258,1797.45259492
2011-10-19,1805.14007121,1800.61073383
2011-10-18,1818.95778471,1814.40816162
2011-10-17,1833.41213392,1828.86697638
2011-10-14,1833.23549617,1828.68928612
2011-10-13,1829.48195641,1824.93454357
2011-10-12,1829.7414835,1825.19426205
2011-10-11,1830.2897749,1825.73896526
2011-10-10,1827.87947203,1823.32735736
2011-10-07,1821.76847905,1817.21564838
2011-10-06,1813.47363494,1808.9197933
2011-10-05,1813.78035894,1809.22693348
2011-10-04,1815.88766427,1811.33663278
2011-10-03,1815.94411555,1811.39317199
2011-09-30,1805.41020055,1800.85691826
2011-09-29,1806.48106146,1801.92853255
2011-09-28,1801.21828326,1796.66490316
2011-09-27,1791.15328958,1786.59815508
2011-09-26,1796.33857152,1791.78522864
2011-09-23,1798.57798296,1794.02653095
2011-09-22,1804.05703911,1799.50847237
2011-09-21,1802.68193887,1798.13139081
2011-09-20,1803.78974535,1799.23998523
2011-09-19,1797.19185688,1792.64050278
2011-09-16,1795.23487723,1790.6824714
2011-09-15,1793.46594079,1788.91123078
2011-09-14,1793.83506525,1789.28088882
2011-09-13,1795.44496333,1790.89127848
2011-09-12,1792.52553481,1787.97011855
2011-09-09,1792.92828056,1788.37323218
2011-09-08,1790.65574213,1786.09967251
2011-09-07,1790.43725157,1785.88168756
2011-09-06,1792.1496155,1787.59544171
2011-09-02,1794.99650758,1790.44357448
2011-09-01,1794.34908325,1789.79219232
2011-08-31,1792.93330233,1788.37574888
2011-08-30,1788.20552579,1783.64413209
2011-08-29,1783.48903875,1778.92333653
2011-08-26,1782.26804149,1777.70170271
2011-08-25,1784.47759541,1779.91165424
2011-08-24,1780.9276556,1776.3599877
2011-08-23,1780.83389064,1776.26350563
2011-08-22,1780.70418406,1776.1337593
2011-08-19,1778.31141727,1773.73962555
